"","evangelical","inputstate","pew_churatd"
"54180",0,34,6
"54181",0,42,6
"54182",1,42,1
"54183",0,17,2
"54184",0,41,4
"54185",0,36,6
"54186",0,17,5
"54187",0,17,4
"54188",1,34,5
"54189",0,4,4
"54190",0,6,5
"54191",1,13,5
"54192",1,48,3
"54193",0,45,1
"54194",1,39,4
"54195",0,12,5
"54196",0,34,5
"54197",1,1,4
"54198",1,36,6
"54199",0,36,3
"54200",0,6,2
"54201",1,4,2
"54202",0,13,5
"54203",0,36,6
"54204",0,18,5
"54205",0,4,4
"54206",0,6,5
"54207",0,4,4
"54208",0,12,2
"54209",1,1,1
"54210",1,48,4
"54211",0,31,2
"54212",0,36,5
"54213",0,26,2
"54214",0,6,6
"54215",0,51,6
"54216",0,12,5
"54217",0,12,5
"54218",1,51,2
"54219",1,12,1
"54220",0,49,5
"54221",0,10,6
"54222",0,34,6
"54223",1,48,2
"54224",0,48,5
"54225",0,17,4
"54226",0,18,5
"54227",1,48,3
"54228",0,48,5
"54229",0,5,7
"54230",1,48,2
"54231",0,48,5
"54232",0,9,6
"54233",0,53,5
"54234",0,23,6
"54235",0,17,3
"54236",1,48,2
"54237",0,37,3
"54238",1,25,6
"54239",0,34,1
"54240",1,39,1
"54241",0,6,4
"54242",1,26,4
"54243",0,18,5
"54244",0,25,6
"54245",1,45,1
"54246",0,48,2
"54247",1,45,6
"54248",1,22,4
"54249",1,49,1
"54250",0,17,5
"54251",1,12,6
"54252",0,25,3
"54253",0,24,6
"54254",1,48,2
"54255",0,36,5
"54256",0,6,6
"54257",0,26,6
"54258",0,6,2
"54259",0,33,6
"54260",1,48,4
"54261",1,5,4
"54262",0,20,6
"54263",1,21,1
"54264",0,42,6
"54265",0,12,6
"54266",0,19,3
"54267",0,42,6
"54268",0,6,4
"54269",1,47,6
"54270",0,42,6
"54271",1,48,1
"54272",0,34,5
"54273",0,6,2
"54274",0,26,6
"54275",0,34,6
"54276",0,36,6
"54277",0,48,6
"54278",0,22,6
"54279",0,49,5
"54280",0,42,6
"54281",1,48,4
"54282",1,17,5
"54283",1,48,3
"54284",0,21,5
"54285",1,51,5
"54286",1,40,4
"54287",0,6,5
"54288",0,34,3
"54289",0,36,5
"54290",1,36,5
"54291",0,19,5
"54292",0,26,5
"54293",0,4,5
"54294",0,49,6
"54295",0,27,6
"54296",0,24,6
"54297",0,6,4
"54298",0,48,3
"54299",1,4,1
"54300",0,26,3
"54301",0,36,2
"54302",0,6,2
"54303",0,45,6
"54304",1,4,5
"54305",0,26,5
"54306",0,6,4
"54307",0,53,5
"54308",0,47,5
"54309",1,45,4
"54310",0,13,2
"54311",0,18,6
"54312",0,37,5
"54313",0,47,5
"54314",0,17,5
"54315",0,1,3
"54316",0,36,6
"54317",0,38,1
"54318",0,37,3
"54319",0,36,4
"54320",0,6,3
"54321",1,53,4
"54322",0,47,3
"54323",0,29,6
"54324",0,34,6
"54325",1,4,5
"54326",0,4,6
"54327",1,12,4
"54328",0,42,2
"54329",0,4,6
"54330",0,42,4
"54331",1,6,4
"54332",0,1,5
"54333",0,18,3
"54334",0,6,3
"54335",0,37,6
"54336",0,5,5
"54337",1,48,4
"54338",1,55,2
"54339",0,6,5
"54340",0,36,6
"54341",0,41,6
"54342",1,54,1
"54343",0,9,5
"54344",0,6,5
"54345",1,42,5
"54346",1,48,1
"54347",0,37,1
"54348",1,36,1
"54349",1,37,1
"54350",0,48,5
"54351",0,36,6
"54352",1,5,1
"54353",0,24,6
"54354",0,12,4
"54355",1,45,4
"54356",1,5,5
"54357",0,5,3
"54358",0,29,2
"54359",0,21,5
"54360",1,18,6
"54361",0,40,5
"54362",1,48,3
"54363",1,4,5
"54364",0,48,5
"54365",0,6,6
"54366",1,45,2
"54367",1,36,4
"54368",1,1,2
"54369",1,48,1
"54370",0,36,6
"54371",1,48,1
"54372",0,6,2
"54373",0,6,6
"54374",0,42,6
"54375",0,36,1
"54376",0,29,3
"54377",1,24,5
"54378",0,51,7
"54379",0,42,4
"54380",0,12,6
"54381",0,12,5
"54382",0,34,2
"54383",1,47,2
"54384",1,55,3
"54385",0,36,6
"54386",0,29,6
"54387",0,36,5
"54388",0,17,4
"54389",0,13,6
"54390",1,48,1
"54391",0,48,5
"54392",0,8,5
"54393",0,1,1
"54394",0,54,5
"54395",1,45,4
"54396",1,48,2
"54397",1,45,2
"54398",0,26,6
"54399",1,48,5
"54400",0,23,2
"54401",0,48,3
"54402",0,24,5
"54403",0,36,3
"54404",0,37,4
"54405",1,6,1
"54406",1,1,2
"54407",1,48,4
"54408",0,6,1
"54409",0,48,4
"54410",0,36,6
"54411",0,13,1
"54412",0,48,5
"54413",0,4,2
"54414",0,33,5
"54415",1,40,1
"54416",0,36,2
"54417",0,42,5
"54418",0,19,4
"54419",0,10,3
"54420",0,6,6
"54421",1,37,1
"54422",0,36,3
"54423",0,26,1
"54424",0,27,2
"54425",1,55,2
"54426",0,48,2
"54427",0,36,3
"54428",0,36,6
"54429",0,45,4
"54430",0,5,5
"54431",0,39,6
"54432",0,48,5
"54433",0,51,4
"54434",0,40,5
"54435",1,12,4
"54436",0,42,5
"54437",1,11,5
"54438",0,13,6
"54439",0,16,1
"54440",0,12,5
"54441",0,6,3
"54442",1,48,2
"54443",0,44,5
"54444",0,13,4
"54445",0,29,3
"54446",0,6,6
"54447",1,29,2
"54448",0,17,3
"54449",1,55,1
"54450",0,39,5
"54451",0,55,5
"54452",0,36,5
"54453",1,21,4
"54454",1,24,2
"54455",0,36,5
"54456",0,13,5
"54457",0,48,6
"54458",1,36,1
"54459",0,4,3
"54460",0,48,5
"54461",0,24,6
"54462",1,29,5
"54463",1,9,4
"54464",0,51,4
"54465",0,1,3
"54466",1,42,2
"54467",0,10,5
"54468",0,29,1
"54469",0,48,5
"54470",0,12,2
"54471",1,4,4
"54472",0,6,3
"54473",0,6,1
"54474",0,47,2
"54475",0,18,3
"54476",0,6,4
"54477",0,42,3
"54478",1,5,4
"54479",0,27,5
"54480",0,24,5
"54481",1,6,4
"54482",0,12,6
"54483",0,12,5
"54484",0,48,2
"54485",0,39,3
"54486",1,42,3
"54487",0,39,6
"54488",0,12,5
"54489",0,48,5
"54490",0,12,4
"54491",0,18,3
"54492",0,27,6
"54493",0,29,3
"54494",1,48,4
"54495",0,42,3
"54496",0,34,6
"54497",0,17,6
"54498",0,17,6
"54499",0,6,4
"54500",1,22,1
"54501",0,39,6
"54502",0,13,5
"54503",1,12,2
"54504",0,6,4
"54505",0,4,6
"54506",1,40,2
"54507",1,48,1
"54508",1,6,2
"54509",0,11,6
"54510",0,12,1
"54511",0,26,4
"54512",0,46,7
"54513",1,37,1
"54514",1,36,3
"54515",1,6,2
"54516",0,4,5
"54517",1,37,2
"54518",0,39,5
"54519",0,1,4
"54520",0,4,5
"54521",1,51,1
"54522",0,19,3
"54523",0,25,5
"54524",0,26,5
"54525",0,4,5
"54526",0,6,5
"54527",1,27,1
"54528",0,6,5
"54529",0,47,5
"54530",0,55,6
"54531",1,13,3
"54532",0,12,4
"54533",0,45,5
"54534",0,39,3
"54535",0,12,4
"54536",1,42,4
"54537",0,6,4
"54538",1,39,1
"54539",1,20,1
"54540",0,48,2
"54541",0,36,2
"54542",0,12,5
"54543",0,42,6
"54544",0,25,6
"54545",0,34,5
"54546",0,36,3
"54547",0,51,5
"54548",0,42,5
"54549",0,6,5
"54550",0,34,6
"54551",1,5,2
"54552",0,51,5
"54553",0,6,4
"54554",0,4,6
"54555",0,51,5
"54556",0,36,6
"54557",0,13,4
"54558",1,5,2
"54559",0,39,6
"54560",0,25,2
"54561",0,34,4
"54562",1,6,2
"54563",0,12,5
"54564",0,10,6
"54565",0,26,4
"54566",0,45,6
"54567",0,42,6
"54568",0,46,3
"54569",0,12,2
"54570",0,26,6
"54571",0,42,7
"54572",0,12,4
"54573",1,18,5
"54574",0,6,5
"54575",0,26,4
"54576",1,36,2
"54577",0,6,6
"54578",0,23,6
"54579",0,6,3
"54580",0,18,5
"54581",0,42,4
"54582",1,39,5
"54583",0,42,6
"54584",0,6,6
"54585",0,6,5
"54586",0,6,2
"54587",0,36,5
"54588",1,25,1
"54589",0,48,6
"54590",0,45,5
"54591",0,39,6
"54592",0,6,1
"54593",0,6,6
"54594",0,25,6
"54595",1,13,6
"54596",0,26,6
"54597",0,42,6
"54598",1,27,4
"54599",0,36,3
"54600",0,9,1
"54601",0,39,4
"54602",0,26,6
"54603",1,1,1
"54604",0,18,6
"54605",0,6,4
"54606",1,36,5
"54607",0,24,4
"54608",1,13,5
"54609",0,32,5
"54610",0,6,2
"54611",0,18,4
"54612",1,6,2
"54613",0,6,3
"54614",0,13,5
"54615",0,26,5
"54616",0,8,2
"54617",0,27,6
"54618",0,41,6
"54619",1,24,2
"54620",0,42,4
"54621",0,12,5
"54622",0,25,6
"54623",0,6,2
"54624",0,12,4
"54625",0,48,4
"54626",0,42,5
"54627",1,23,2
"54628",0,15,6
"54629",0,6,5
"54630",0,29,6
"54631",0,55,4
"54632",1,1,2
"54633",0,6,6
"54634",0,40,6
"54635",0,17,2
"54636",0,13,2
"54637",0,6,6
"54638",0,48,1
"54639",0,34,6
"54640",0,36,5
"54641",0,6,2
"54642",1,18,4
"54643",1,17,6
"54644",0,25,3
"54645",0,42,4
"54646",0,25,5
"54647",0,4,7
"54648",0,6,6
"54649",1,1,2
"54650",0,11,1
"54651",0,6,6
"54652",0,45,2
"54653",1,8,1
"54654",0,48,5
"54655",0,6,6
"54656",1,18,3
"54657",1,37,7
"54658",1,21,2
"54659",0,23,5
"54660",0,11,5
"54661",0,36,4
"54662",0,24,4
"54663",0,25,2
"54664",0,25,2
"54665",0,8,5
"54666",0,26,5
"54667",0,23,6
"54668",1,18,3
"54669",1,48,2
"54670",1,37,2
"54671",1,5,1
"54672",0,25,2
"54673",0,36,1
"54674",0,39,5
"54675",0,10,6
"54676",0,17,6
"54677",0,19,6
"54678",1,5,1
"54679",0,15,6
"54680",1,6,1
"54681",0,34,5
"54682",1,18,2
"54683",0,25,5
"54684",0,34,5
"54685",0,39,6
"54686",1,51,2
"54687",0,42,5
"54688",0,48,5
"54689",0,6,5
"54690",1,48,3
"54691",0,28,3
"54692",0,12,5
"54693",0,34,5
"54694",0,12,5
"54695",0,48,6
"54696",1,17,2
"54697",0,42,2
"54698",0,6,4
"54699",0,37,6
"54700",0,1,5
"54701",1,37,3
"54702",0,51,5
"54703",1,47,1
"54704",0,42,6
"54705",0,12,1
"54706",0,13,6
"54707",1,47,2
"54708",1,39,2
"54709",0,39,6
"54710",1,13,1
"54711",0,39,5
"54712",0,47,4
"54713",0,18,5
"54714",0,13,5
"54715",1,36,1
"54716",1,37,4
"54717",0,27,6
"54718",0,36,5
"54719",0,39,5
"54720",1,42,5
"54721",0,27,5
"54722",0,55,3
"54723",0,34,5
"54724",1,41,3
"54725",0,12,2
"54726",0,21,5
"54727",0,27,4
"54728",1,5,2
"54729",0,48,6
"54730",0,6,6
"54731",0,55,6
"54732",0,12,6
"54733",1,39,4
"54734",0,17,2
"54735",0,42,6
"54736",0,48,6
"54737",1,5,3
"54738",0,36,2
"54739",0,40,5
"54740",0,12,6
"54741",0,47,6
"54742",1,48,2
"54743",0,26,5
"54744",1,31,1
"54745",1,12,3
"54746",0,26,4
"54747",0,13,6
"54748",0,6,5
"54749",0,34,2
"54750",0,36,4
"54751",0,42,2
"54752",1,39,2
"54753",0,37,6
"54754",1,55,1
"54755",0,25,6
"54756",0,1,3
"54757",0,6,6
"54758",1,36,1
"54759",0,42,5
"54760",0,55,2
"54761",0,32,5
"54762",0,53,3
"54763",0,6,6
"54764",0,26,6
"54765",0,48,2
"54766",0,36,6
"54767",0,8,4
"54768",0,21,4
"54769",1,45,1
"54770",0,42,5
"54771",0,42,4
"54772",0,20,5
"54773",0,48,6
"54774",0,1,3
"54775",1,42,1
"54776",0,29,2
"54777",0,34,5
"54778",1,26,5
"54779",0,37,2
"54780",1,36,2
"54781",1,37,4
"54782",0,17,2
"54783",0,37,3
"54784",0,55,3
"54785",0,48,2
"54786",0,25,4
"54787",0,5,2
"54788",0,6,5
"54789",0,53,6
"54790",0,42,5
"54791",1,48,5
"54792",1,12,2
"54793",0,22,2
"54794",1,40,1
"54795",0,12,4
"54796",0,51,1
"54797",0,12,4
"54798",0,1,1
"54799",0,21,6
"54800",0,8,5
"54801",1,13,3
"54802",0,12,5
"54803",0,29,4
"54804",0,36,5
"54805",0,13,5
"54806",0,48,4
"54807",0,12,6
"54808",0,22,2
"54809",0,17,4
"54810",0,5,5
"54811",0,34,6
"54812",1,6,2
"54813",0,18,5
"54814",1,18,2
"54815",0,39,4
"54816",0,6,6
"54817",0,37,1
"54818",1,36,2
"54819",0,26,5
"54820",0,18,5
"54821",0,48,4
"54822",1,24,1
"54823",1,29,2
"54824",0,48,6
"54825",0,34,2
"54826",0,39,5
"54827",0,42,2
"54828",0,42,6
"54829",0,42,6
"54830",0,18,6
"54831",1,13,2
"54832",0,53,5
"54833",0,6,5
"54834",1,26,4
"54835",0,12,3
"54836",0,39,6
"54837",0,40,4
"54838",0,18,6
"54839",0,20,3
"54840",0,36,6
"54841",1,12,5
"54842",1,17,5
"54843",0,36,2
"54844",1,39,1
"54845",1,8,2
"54846",0,6,4
"54847",0,53,6
"54848",0,18,2
"54849",0,24,4
"54850",1,21,4
"54851",1,48,2
"54852",1,48,4
"54853",0,39,6
"54854",0,29,6
"54855",1,20,4
"54856",1,39,4
"54857",0,26,6
"54858",0,48,6
"54859",1,22,1
"54860",1,24,2
"54861",0,46,4
"54862",1,42,5
"54863",0,6,4
"54864",0,55,2
"54865",0,9,4
"54866",0,48,5
"54867",0,24,5
"54868",0,10,5
"54869",0,42,4
"54870",0,26,5
"54871",0,9,2
"54872",0,41,6
"54873",0,6,6
"54874",0,6,6
"54875",1,27,4
"54876",0,48,4
"54877",0,48,5
"54878",0,39,4
"54879",0,26,3
"54880",0,39,5
"54881",0,1,3
"54882",0,41,5
"54883",0,39,6
"54884",0,6,3
"54885",0,17,2
"54886",0,13,1
"54887",0,6,4
"54888",0,29,6
"54889",0,13,6
"54890",1,35,2
"54891",0,19,7
"54892",0,36,6
"54893",0,39,2
"54894",0,12,2
"54895",0,39,4
"54896",0,42,5
"54897",0,26,2
"54898",0,6,6
"54899",0,48,4
"54900",0,24,6
"54901",0,6,5
"54902",0,53,5
"54903",0,48,6
"54904",1,12,1
"54905",0,6,6
"54906",0,39,4
"54907",0,26,2
"54908",0,6,4
"54909",0,39,3
"54910",0,2,6
"54911",0,48,2
"54912",0,36,6
"54913",0,42,4
"54914",0,42,2
"54915",1,42,2
"54916",1,22,3
"54917",1,24,2
"54918",0,42,2
"54919",0,39,6
"54920",0,36,3
"54921",0,6,2
"54922",1,37,3
"54923",0,6,4
"54924",0,6,4
"54925",0,25,6
"54926",0,17,2
"54927",0,6,5
"54928",0,6,5
"54929",0,1,2
"54930",0,6,6
"54931",0,42,4
"54932",0,55,6
"54933",0,12,3
"54934",1,1,3
"54935",0,26,3
"54936",1,26,5
"54937",1,48,2
"54938",0,36,6
"54939",0,34,3
"54940",0,6,1
"54941",0,36,3
"54942",0,36,4
"54943",1,48,1
"54944",1,6,2
"54945",0,13,5
"54946",0,24,4
"54947",0,12,3
"54948",0,10,2
"54949",1,6,2
"54950",1,37,1
"54951",1,37,2
"54952",0,36,5
"54953",0,23,6
"54954",0,15,6
"54955",0,48,2
"54956",0,13,3
"54957",0,51,6
"54958",1,42,4
"54959",0,36,4
"54960",1,6,2
"54961",1,17,4
"54962",0,12,6
"54963",1,13,2
"54964",0,36,4
"54965",1,36,2
"54966",0,48,1
"54967",0,12,7
"54968",0,17,2
"54969",0,53,5
"54970",0,12,6
"54971",0,30,5
"54972",0,6,6
"54973",0,39,6
"54974",0,18,4
"54975",0,41,4
"54976",0,29,1
"54977",0,41,4
"54978",0,36,5
"54979",0,53,2
"54980",0,6,3
"54981",0,29,6
"54982",0,42,4
"54983",0,39,5
"54984",0,27,5
"54985",0,35,4
"54986",1,51,5
"54987",0,42,6
"54988",0,39,4
"54989",0,6,5
"54990",0,36,6
"54991",0,36,6
"54992",0,39,2
"54993",0,12,4
"54994",0,6,6
"54995",0,6,4
"54996",0,56,2
"54997",0,29,6
"54998",0,42,2
"54999",0,36,6
"55000",1,6,1
"55001",0,26,4
"55002",0,42,6
"55003",1,28,1
"55004",0,33,5
"55005",1,40,3
"55006",0,6,5
"55007",0,35,2
"55008",0,41,4
"55009",0,18,5
"55010",0,12,3
"55011",0,6,6
"55012",0,18,2
"55013",0,20,6
"55014",0,47,3
"55015",0,24,2
"55016",1,19,1
"55017",0,32,6
"55018",0,53,5
"55019",0,6,6
"55020",0,26,6
"55021",0,42,4
"55022",0,29,5
"55023",0,42,7
"55024",0,55,5
"55025",0,18,5
"55026",0,18,5
"55027",0,49,5
"55028",0,6,5
"55029",0,6,5
"55030",0,8,2
"55031",1,17,3
"55032",0,9,4
"55033",0,6,4
"55034",0,6,5
"55035",0,13,6
"55036",1,28,3
"55037",1,29,3
"55038",0,6,5
"55039",0,19,6
"55040",0,15,6
"55041",1,17,5
"55042",0,22,6
"55043",0,4,5
"55044",0,6,5
"55045",0,55,6
"55046",0,4,2
"55047",1,26,2
"55048",0,29,6
"55049",0,12,2
"55050",0,53,5
"55051",0,23,6
"55052",0,6,2
"55053",1,6,1
"55054",0,32,2
"55055",0,39,4
"55056",0,12,5
"55057",0,47,4
"55058",0,42,3
"55059",0,6,4
"55060",0,42,4
"55061",0,6,6
"55062",0,30,6
"55063",1,26,2
"55064",0,12,6
"55065",0,51,6
"55066",1,53,2
"55067",1,48,6
"55068",0,1,5
"55069",1,6,5
"55070",0,6,3
"55071",0,25,4
"55072",0,12,7
"55073",0,55,6
"55074",0,6,6
"55075",1,6,2
"55076",0,6,5
"55077",0,51,6
"55078",0,17,5
"55079",1,55,5
"55080",0,4,4
"55081",0,48,6
"55082",0,42,4
"55083",0,42,5
"55084",0,25,6
"55085",1,48,6
"55086",1,1,5
"55087",1,20,4
"55088",0,6,4
"55089",0,6,4
"55090",0,26,1
"55091",0,42,6
"55092",0,48,4
"55093",0,1,4
"55094",0,41,5
"55095",0,12,5
"55096",0,48,5
"55097",1,32,2
"55098",0,53,5
"55099",0,17,5
"55100",0,36,4
"55101",0,37,6
"55102",1,1,5
"55103",0,48,5
"55104",0,40,6
"55105",0,48,4
"55106",0,4,6
"55107",0,25,6
"55108",0,42,2
"55109",0,13,6
"55110",0,16,6
"55111",1,6,1
"55112",1,41,1
"55113",0,13,4
"55114",0,29,6
"55115",0,48,6
"55116",0,26,2
"55117",0,51,5
"55118",0,6,5
"55119",0,5,3
"55120",0,6,6
"55121",0,48,5
"55122",0,4,5
"55123",0,6,5
"55124",0,36,4
"55125",0,36,2
"55126",0,46,4
"55127",0,6,4
"55128",0,19,6
"55129",0,6,1
"55130",0,48,6
"55131",0,34,6
"55132",0,54,4
"55133",0,42,5
"55134",0,17,6
"55135",0,42,2
"55136",0,11,5
"55137",0,41,4
"55138",0,42,6
"55139",0,27,6
"55140",0,25,6
"55141",0,42,5
"55142",0,11,3
"55143",0,53,2
"55144",0,18,6
"55145",0,48,4
"55146",1,48,2
"55147",0,26,6
"55148",0,20,5
"55149",0,6,5
"55150",0,6,5
"55151",1,18,7
"55152",0,42,5
"55153",0,39,6
"55154",1,42,6
"55155",0,26,6
"55156",0,42,6
"55157",0,12,5
"55158",0,25,7
"55159",0,45,5
"55160",0,51,4
"55161",0,6,6
"55162",0,39,5
"55163",1,37,3
"55164",1,1,1
"55165",0,25,6
"55166",0,6,4
"55167",0,42,7
"55168",0,39,5
"55169",1,47,2
"55170",0,36,5
"55171",0,36,4
"55172",1,21,6
"55173",0,12,5
"55174",0,12,4
"55175",0,48,4
"55176",0,37,6
"55177",0,31,3
"55178",0,45,5
"55179",1,37,2
"55180",0,42,6
"55181",0,21,4
"55182",0,48,5
"55183",0,48,2
"55184",1,36,2
"55185",0,6,6
"55186",0,34,2
"55187",0,12,4
"55188",1,48,4
"55189",1,39,1
"55190",1,42,6
"55191",1,1,5
"55192",1,21,2
"55193",0,48,6
"55194",1,39,3
"55195",1,26,2
"55196",0,9,5
"55197",1,6,2
"55198",0,20,2
"55199",1,18,3
"55200",1,39,4
"55201",0,40,2
"55202",0,51,4
"55203",1,6,3
"55204",0,12,5
"55205",0,48,3
"55206",1,37,4
"55207",0,19,2
"55208",0,12,6
"55209",0,36,6
"55210",0,39,2
"55211",1,51,1
"55212",1,29,1
"55213",0,51,6
"55214",0,54,6
"55215",0,34,5
"55216",0,13,5
"55217",0,36,6
"55218",0,4,6
"55219",1,1,1
"55220",0,39,5
"55221",0,12,4
"55222",0,36,5
"55223",0,36,4
"55224",0,36,6
"55225",0,36,6
"55226",0,36,6
"55227",1,24,2
"55228",0,42,5
"55229",0,18,3
"55230",1,12,2
"55231",0,37,6
"55232",1,48,2
"55233",0,17,6
"55234",1,12,2
"55235",0,12,5
"55236",1,13,2
"55237",0,55,3
"55238",0,42,5
"55239",1,51,4
"55240",0,12,5
"55241",0,36,2
"55242",1,26,5
"55243",0,26,2
"55244",0,12,2
"55245",0,27,4
"55246",1,48,2
"55247",0,36,3
"55248",0,34,5
"55249",0,31,5
"55250",1,42,1
"55251",0,26,5
"55252",1,36,2
"55253",0,25,5
"55254",0,24,2
"55255",0,42,6
"55256",0,36,4
"55257",0,55,4
"55258",0,21,6
"55259",0,42,5
"55260",0,36,4
"55261",0,6,3
"55262",0,25,5
"55263",0,9,6
"55264",0,39,4
"55265",0,26,4
"55266",0,12,5
"55267",0,24,4
"55268",0,36,3
"55269",0,12,4
"55270",0,25,5
"55271",0,42,5
"55272",0,12,6
"55273",0,46,6
"55274",0,48,4
"55275",1,6,2
"55276",0,34,3
"55277",1,28,2
"55278",0,48,4
"55279",0,12,2
"55280",0,36,6
"55281",1,12,1
"55282",0,12,3
"55283",0,36,3
"55284",0,20,2
"55285",1,12,1
"55286",0,12,4
"55287",0,47,6
"55288",0,28,1
"55289",0,12,5
"55290",0,24,2
"55291",1,25,2
"55292",1,51,6
"55293",0,42,3
"55294",0,12,6
"55295",0,10,6
"55296",1,33,2
"55297",1,12,5
"55298",0,42,5
"55299",1,19,3
"55300",0,37,2
"55301",1,22,2
"55302",0,48,5
"55303",1,5,5
"55304",1,37,2
"55305",0,37,7
"55306",0,42,4
"55307",0,26,6
"55308",0,42,6
"55309",0,42,6
"55310",0,48,6
"55311",0,20,6
"55312",0,13,4
"55313",0,37,6
"55314",1,9,3
"55315",0,39,5
"55316",0,13,2
"55317",1,48,1
"55318",1,24,4
"55319",0,18,6
"55320",0,42,3
"55321",1,37,5
"55322",0,12,5
"55323",0,26,6
"55324",1,53,3
"55325",0,23,4
"55326",0,24,6
"55327",0,40,2
"55328",0,44,4
"55329",1,45,1
"55330",0,42,6
"55331",0,25,6
"55332",0,20,2
"55333",1,12,6
"55334",0,48,6
"55335",0,12,5
"55336",0,17,6
"55337",0,12,4
"55338",0,12,6
"55339",0,21,4
"55340",0,39,1
"55341",0,51,4
"55342",0,42,6
"55343",0,12,5
"55344",1,19,2
"55345",0,35,6
"55346",0,39,3
"55347",0,5,6
"55348",0,51,6
"55349",0,26,5
"55350",0,12,4
"55351",0,12,5
"55352",0,12,6
"55353",0,29,1
"55354",0,36,5
"55355",0,36,5
"55356",0,34,6
"55357",0,27,6
"55358",1,29,6
"55359",0,24,5
"55360",0,36,4
"55361",0,12,6
"55362",0,13,6
"55363",1,30,2
"55364",0,8,6
"55365",1,12,1
"55366",0,18,6
"55367",1,55,3
"55368",1,42,4
"55369",0,25,3
"55370",0,36,4
"55371",0,17,6
"55372",0,42,5
"55373",1,49,5
"55374",0,48,5
"55375",1,13,2
"55376",0,54,6
"55377",1,42,2
"55378",1,25,3
"55379",0,36,6
"55380",1,4,1
"55381",0,48,2
"55382",1,40,2
"55383",0,24,5
"55384",1,29,2
"55385",0,13,2
"55386",0,37,4
"55387",0,48,2
"55388",1,25,5
"55389",0,17,2
"55390",0,23,6
"55391",0,12,6
"55392",0,26,6
"55393",0,34,2
"55394",0,25,3
"55395",0,36,5
"55396",0,55,3
"55397",0,55,3
"55398",0,20,6
"55399",0,36,2
"55400",1,6,3
"55401",0,48,3
"55402",0,36,2
"55403",0,12,4
"55404",0,8,6
"55405",0,4,6
"55406",1,6,4
"55407",0,47,5
"55408",0,48,2
"55409",0,34,5
"55410",0,5,3
"55411",0,6,6
"55412",0,18,2
"55413",1,48,4
"55414",0,6,4
"55415",0,13,5
"55416",1,12,7
"55417",0,17,5
"55418",0,13,7
"55419",0,18,1
"55420",0,44,6
"55421",1,28,2
"55422",0,6,5
"55423",0,34,6
"55424",0,28,2
"55425",1,26,2
"55426",0,37,3
"55427",1,39,2
"55428",0,55,5
"55429",0,26,5
"55430",0,5,5
"55431",0,51,3
"55432",1,48,1
"55433",0,16,6
"55434",0,12,6
"55435",0,40,7
"55436",0,4,1
"55437",0,19,6
"55438",0,17,4
"55439",0,26,6
"55440",0,48,6
"55441",1,20,1
"55442",0,17,2
"55443",0,53,6
"55444",1,13,1
"55445",1,48,1
"55446",0,34,3
"55447",0,26,4
"55448",1,51,4
"55449",0,39,5
"55450",1,17,3
"55451",0,13,1
"55452",0,6,2
"55453",1,28,1
"55454",0,47,6
"55455",0,48,2
"55456",1,6,4
"55457",0,4,6
"55458",0,39,3
"55459",0,19,5
"55460",0,42,4
"55461",1,47,1
"55462",0,12,4
"55463",0,23,5
"55464",1,48,3
"55465",1,39,2
"55466",0,37,1
"55467",0,6,2
"55468",0,25,6
"55469",0,42,5
"55470",0,36,2
"55471",0,34,5
"55472",0,39,6
"55473",0,37,5
"55474",0,18,6
"55475",0,12,2
"55476",0,27,7
"55477",1,20,5
"55478",0,22,6
"55479",0,17,5
"55480",1,12,3
"55481",0,37,4
"55482",0,45,5
"55483",0,12,6
"55484",1,42,2
"55485",0,17,5
"55486",1,36,6
"55487",0,13,6
"55488",0,6,6
"55489",1,22,5
"55490",1,26,5
"55491",0,6,6
"55492",0,45,6
"55493",1,18,2
"55494",0,48,5
"55495",1,17,2
"55496",1,1,1
"55497",0,21,2
"55498",0,22,5
"55499",0,12,6
"55500",0,42,5
"55501",0,47,6
"55502",0,48,4
"55503",0,17,5
"55504",0,4,5
"55505",1,12,2
"55506",0,33,6
"55507",0,6,1
"55508",1,12,4
"55509",0,6,6
"55510",0,38,4
"55511",0,13,4
"55512",1,12,5
"55513",0,26,6
"55514",0,39,2
"55515",0,6,1
"55516",0,6,4
"55517",0,6,4
"55518",0,42,3
"55519",1,42,5
"55520",0,27,4
"55521",0,48,5
"55522",1,1,1
"55523",0,42,4
"55524",0,13,2
"55525",0,42,5
"55526",0,22,6
"55527",0,6,6
"55528",1,17,4
"55529",0,39,4
"55530",0,51,4
"55531",0,36,6
"55532",0,6,3
"55533",0,55,4
"55534",0,48,4
"55535",0,36,7
"55536",0,40,6
"55537",0,55,4
"55538",0,42,6
"55539",0,26,5
"55540",0,34,1
"55541",1,24,2
"55542",1,15,3
"55543",0,12,6
"55544",0,26,5
"55545",0,36,2
"55546",0,6,6
"55547",0,36,5
"55548",1,24,3
"55549",0,41,4
"55550",0,44,3
"55551",0,6,5
"55552",0,55,4
"55553",0,24,6
"55554",0,12,5
"55555",1,40,1
"55556",0,24,4
"55557",0,4,6
"55558",1,39,2
"55559",0,6,6
"55560",1,6,2
"55561",0,13,6
"55562",1,17,1
"55563",0,6,5
"55564",0,36,2
"55565",1,17,5
"55566",0,16,6
"55567",0,31,6
"55568",0,6,6
"55569",0,28,2
"55570",0,45,2
"55571",0,6,6
"55572",1,6,2
"55573",1,17,2
"55574",0,6,5
"55575",0,6,5
"55576",1,17,2
"55577",0,17,6
